Host Since,Host Response Time,Host Response Rate,Host Verifications,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 60,Availability 365,Number of Reviews,Last Review,Review Scores Rating,Review Scores Location,Cancellation Policy,Calculated host listings count,Reviews per Month
3666,0.0,0.0,4.0,0,1,1,1.0,1.0,1.0,1,11.0,20.0,0.0,0.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3333,3.0,100.0,5.0,14,0,5,1.0,3.0,4.0,1,11.0,49.0,0.0,0.0,1,0,2,1125,0,9,2,2262.0,100.0,10.0,0,1.0,2.0
2893,1.0,100.0,8.0,0,1,1,1.0,1.0,1.0,1,12.0,16.0,0.0,0.0,1,8,1,30,37,342,7,2258.0,94.0,10.0,0,1.0,0.77
3221,0.0,0.0,3.0,0,1,2,1.0,1.0,1.0,1,12.0,25.0,0.0,5.0,1,10,1,10,0,0,0,3954.0,92.0,10.0,2,1.0,0.0
2730,0.0,0.0,3.0,0,0,4,1.0,2.0,3.0,1,13.0,60.0,100.0,0.0,3,15,2,60,0,0,15,2349.0,87.0,9.0,0,1.0,1.04
2839,3.0,100.0,4.0,0,0,4,1.0,3.0,4.0,1,11.0,60.0,150.0,30.0,1,0,5,30,19,49,6,2251.0,93.0,8.0,0,1.0,1.45
3299,2.0,100.0,7.0,0,1,2,1.0,1.0,1.0,1,20.0,19.0,0.0,10.0,1,5,2,1125,48,72,4,2272.0,100.0,10.0,0,1.0,1.71
3247,3.0,100.0,6.0,0,0,4,1.0,0.0,1.0,1,14.0,47.0,100.0,25.0,1,5,3,1125,12,12,14,2325.0,96.0,9.0,0,1.0,0.91
2662,0.0,0.0,3.0,0,1,1,1.0,1.0,1.0,1,12.0,11.0,0.0,0.0,1,0,1,1,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3192,3.0,100.0,5.0,0,1,1,0.0,1.0,1.0,1,8.0,60.0,0.0,0.0,1,20,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
2724,0.0,0.0,2.0,0,1,1,1.0,1.0,1.0,1,5.0,18.0,0.0,5.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
2815,0.0,0.0,2.0,14,1,1,3.0,1.0,1.0,1,8.0,30.0,0.0,0.0,1,0,7,365,60,365,27,2556.0,80.0,9.0,1,2.0,1.5
3152,0.0,0.0,5.0,0,0,4,2.0,3.0,4.0,1,12.0,75.0,0.0,30.0,1,0,7,1125,29,304,17,2559.0,83.0,8.0,2,1.0,0.57
3286,3.0,100.0,5.0,0,0,4,1.0,3.0,4.0,1,19.0,90.0,200.0,40.0,4,25,1,1125,48,78,16,2270.0,91.0,9.0,0,5.0,0.87
2799,2.0,100.0,1.0,1,1,1,1.0,1.0,1.0,1,9.0,29.0,0.0,0.0,1,0,2,1125,60,365,0,3954.0,92.0,10.0,0,2.0,0.0
2493,1.0,69.0,3.0,12,1,4,1.0,1.0,4.0,1,11.0,65.0,0.0,0.0,1,0,1,1125,50,345,11,2292.0,100.0,9.0,0,5.0,1.68
3706,0.0,0.0,6.0,0,2,2,1.0,1.0,1.0,1,9.0,15.0,0.0,0.0,1,5,1,1125,0,189,8,2450.0,88.0,8.0,0,1.0,0.25
2865,0.0,0.0,5.0,0,0,6,2.0,2.0,3.0,1,23.0,89.0,200.0,45.0,1,0,1,7,8,121,0,3954.0,92.0,10.0,1,1.0,0.0
2727,2.0,92.0,5.0,0,0,4,2.0,1.0,2.0,1,27.0,46.0,0.0,0.0,2,15,2,1125,0,2,36,2270.0,94.0,8.0,2,8.0,2.33
2727,2.0,92.0,5.0,0,0,4,2.0,1.0,1.0,1,19.0,44.0,100.0,0.0,2,12,2,1125,11,32,1,2309.0,100.0,8.0,1,8.0,0.5
2499,3.0,100.0,3.0,0,1,1,1.0,1.0,1.0,1,13.0,10.0,0.0,0.0,1,0,2,1125,20,205,31,2264.0,96.0,8.0,2,1.0,4.31
2280,3.0,100.0,4.0,0,0,5,2.0,3.0,3.0,1,20.0,73.0,500.0,30.0,1,15,7,60,45,350,0,3954.0,92.0,10.0,2,3.0,0.0
3729,1.0,96.0,4.0,14,0,6,1.0,3.0,5.0,1,15.0,190.0,0.0,0.0,1,0,5,1125,60,298,2,2565.0,90.0,9.0,2,129.0,0.2
2885,3.0,100.0,4.0,0,0,3,1.0,2.0,2.0,1,6.0,45.0,200.0,0.0,1,15,5,60,60,365,2,2486.0,90.0,8.0,2,1.0,0.1
2899,1.0,85.0,6.0,0,1,2,1.0,1.0,1.0,1,11.0,19.0,0.0,12.0,2,19,1,1125,28,120,33,2278.0,87.0,9.0,2,2.0,1.89
3877,3.0,100.0,4.0,0,0,6,1.0,2.0,2.0,1,14.0,50.0,150.0,20.0,2,10,2,180,22,298,15,2449.0,74.0,8.0,2,11.0,0.57
3453,1.0,80.0,3.0,0,0,2,1.0,1.0,1.0,1,12.0,50.0,0.0,30.0,1,0,2,1125,9,306,12,2263.0,97.0,10.0,1,1.0,0.9
2916,0.0,0.0,4.0,0,1,1,1.0,1.0,1.0,1,22.0,25.0,0.0,10.0,1,0,1,30,58,178,3,2391.0,100.0,9.0,1,1.0,0.29
2731,3.0,95.0,3.0,0,1,2,1.0,1.0,1.0,1,16.0,28.0,0.0,10.0,1,8,1,1125,54,343,7,2256.0,87.0,9.0,0,1.0,0.66
2945,1.0,55.0,3.0,0,0,2,1.0,1.0,1.0,1,8.0,58.0,0.0,0.0,1,0,1,1125,28,230,9,2270.0,90.0,8.0,2,1.0,0.52
3941,3.0,100.0,4.0,0,0,4,2.0,2.0,3.0,1,22.0,75.0,0.0,0.0,4,10,2,31,12,251,175,2253.0,94.0,9.0,1,1.0,4.0
2394,3.0,100.0,3.0,0,1,4,1.0,1.0,1.0,1,8.0,30.0,0.0,0.0,2,15,1,3,0,84,13,2256.0,97.0,10.0,1,1.0,2.93
2409,3.0,100.0,5.0,1,1,2,0.0,1.0,2.0,1,15.0,23.0,0.0,25.0,1,15,2,1125,48,339,10,2257.0,98.0,9.0,2,4.0,2.26
4009,0.0,0.0,3.0,0,1,1,2.0,1.0,1.0,1,7.0,22.0,0.0,0.0,1,0,1,1125,0,130,7,2472.0,93.0,9.0,1,2.0,0.12
3285,3.0,100.0,5.0,8,0,4,1.0,2.0,2.0,0,15.0,70.0,100.0,20.0,2,15,2,31,21,21,18,2260.0,99.0,10.0,0,1.0,2.04
2998,1.0,80.0,2.0,0,1,2,1.0,1.0,1.0,1,7.0,28.0,0.0,10.0,1,15,2,1125,48,78,0,3954.0,92.0,10.0,0,1.0,0.0
3701,0.0,0.0,6.0,0,0,3,1.0,2.0,2.0,1,10.0,45.0,200.0,30.0,1,0,2,1125,0,0,8,2475.0,98.0,10.0,2,1.0,0.41
3011,3.0,100.0,6.0,0,0,3,1.0,1.0,3.0,1,20.0,72.0,0.0,25.0,2,15,2,365,11,295,8,2271.0,98.0,10.0,0,7.0,0.89
4132,2.0,100.0,4.0,14,1,2,2.0,1.0,1.0,1,9.0,35.0,0.0,5.0,1,10,1,1125,38,343,8,2304.0,88.0,10.0,2,2.0,0.68
3727,1.0,100.0,3.0,0,0,4,1.0,2.0,3.0,1,11.0,75.0,150.0,0.0,2,10,3,365,0,251,20,2286.0,93.0,10.0,2,2.0,0.6
3162,1.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,18.0,85.0,200.0,50.0,2,12,4,1125,2,269,8,2267.0,100.0,10.0,2,10.0,2.33
2931,1.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,12.0,55.0,0.0,15.0,1,0,2,1125,33,334,14,2270.0,95.0,10.0,0,1.0,0.97
2780,3.0,100.0,4.0,0,0,6,2.0,2.0,3.0,1,10.0,125.0,150.0,0.0,1,0,2,1125,26,314,49,2271.0,89.0,10.0,2,6.0,2.84
2949,3.0,100.0,3.0,0,0,2,1.0,0.0,1.0,1,12.0,46.0,100.0,30.0,2,0,3,1125,2,254,82,2325.0,91.0,10.0,1,4.0,3.69
3052,2.0,100.0,4.0,0,1,1,1.0,1.0,2.0,1,11.0,30.0,0.0,5.0,1,20,2,1125,3,293,16,2263.0,98.0,10.0,2,2.0,0.87
4504,3.0,100.0,6.0,0,0,4,1.0,1.0,1.0,1,14.0,95.0,100.0,30.0,2,10,3,730,17,313,20,2451.0,87.0,9.0,1,11.0,0.32
3985,3.0,100.0,4.0,0,0,7,3.0,3.0,6.0,1,12.0,155.0,150.0,65.0,4,20,1,1125,15,99,65,2257.0,96.0,10.0,2,23.0,3.99
3198,3.0,100.0,4.0,0,0,4,2.0,1.0,3.0,1,14.0,90.0,200.0,40.0,3,20,1,1125,9,146,12,2253.0,97.0,10.0,0,4.0,4.44
3900,3.0,98.0,4.0,0,0,4,1.0,2.0,3.0,1,16.0,107.0,120.0,65.0,4,10,3,365,22,318,26,2289.0,84.0,9.0,0,9.0,0.95
3011,3.0,100.0,6.0,0,0,6,1.0,2.0,5.0,1,15.0,129.0,0.0,47.0,4,25,2,1125,23,293,15,2256.0,97.0,10.0,1,7.0,3.33
4065,0.0,0.0,6.0,0,0,4,1.0,1.0,2.0,1,15.0,70.0,0.0,30.0,2,8,3,9,0,0,7,2850.0,100.0,10.0,1,1.0,0.12
4150,3.0,100.0,4.0,0,0,8,2.0,3.0,5.0,1,13.0,138.0,150.0,50.0,2,20,2,1125,0,0,33,2834.0,91.0,10.0,2,40.0,1.01
2562,3.0,100.0,5.0,0,0,8,2.0,2.0,5.0,1,15.0,145.0,150.0,45.0,4,15,2,1125,15,101,43,2267.0,96.0,10.0,0,2.0,4.29
3307,2.0,100.0,3.0,0,0,4,1.0,2.0,2.0,1,12.0,90.0,100.0,50.0,2,20,3,1125,41,341,13,2290.0,85.0,10.0,1,1.0,0.53
3182,2.0,75.0,3.0,0,0,4,1.0,0.0,2.0,1,13.0,100.0,200.0,50.0,1,0,2,1000,16,270,0,3954.0,92.0,10.0,2,145.0,0.0
2896,3.0,100.0,3.0,0,0,4,1.0,1.0,2.0,1,13.0,109.0,100.0,0.0,3,0,2,29,38,338,0,3954.0,92.0,10.0,2,21.0,0.0
2877,2.0,97.0,4.0,0,0,2,1.0,0.0,1.0,1,10.0,71.0,100.0,0.0,1,0,2,365,14,303,86,2252.0,90.0,10.0,1,3.0,5.55
2294,0.0,0.0,6.0,0,1,1,3.0,1.0,1.0,1,8.0,35.0,200.0,30.0,1,0,7,1125,6,311,0,3954.0,92.0,10.0,2,26.0,0.0
2382,3.0,100.0,4.0,0,0,2,1.0,0.0,1.0,1,13.0,39.0,0.0,0.0,1,0,2,365,9,99,8,2252.0,90.0,10.0,1,6.0,2.02
4001,3.0,100.0,4.0,0,0,4,1.0,1.0,3.0,1,10.0,60.0,200.0,40.0,2,15,3,200,27,318,19,2263.0,85.0,10.0,2,12.0,0.81
4221,3.0,94.0,4.0,15,0,2,1.0,1.0,1.0,1,17.0,77.0,200.0,33.0,2,11,10,1825,19,301,15,2342.0,80.0,10.0,0,51.0,0.31
3597,3.0,100.0,4.0,0,0,2,1.0,1.0,2.0,1,11.0,55.0,100.0,15.0,1,0,3,1125,19,269,132,2257.0,96.0,10.0,1,3.0,3.12
3127,3.0,100.0,5.0,0,1,2,1.0,1.0,1.0,1,15.0,38.0,0.0,15.0,1,10,2,1125,27,27,15,2271.0,96.0,10.0,0,1.0,1.77
2982,1.0,50.0,3.0,0,1,1,5.0,1.0,1.0,1,19.0,22.0,200.0,0.0,1,0,4,1125,0,10,1,2950.0,100.0,10.0,2,38.0,0.04
4217,2.0,100.0,7.0,0,0,4,1.0,0.0,2.0,1,11.0,65.0,100.0,0.0,2,15,1,1125,24,318,87,2270.0,84.0,10.0,1,9.0,3.09
2918,3.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,12.0,19.0,0.0,0.0,1,17,1,1125,37,342,4,2283.0,90.0,9.0,2,14.0,0.3
2881,0.0,0.0,3.0,0,1,1,1.0,1.0,1.0,1,19.0,45.0,0.0,20.0,1,0,2,1125,0,0,4,2558.0,100.0,10.0,0,1.0,0.36
2918,3.0,100.0,3.0,0,1,2,1.0,1.0,2.0,1,11.0,18.0,0.0,0.0,1,17,1,60,1,268,7,2263.0,94.0,9.0,2,14.0,0.76
3974,3.0,99.0,5.0,0,1,1,1.0,1.0,2.0,1,12.0,19.0,0.0,0.0,1,18,1,1125,0,279,5,2357.0,92.0,10.0,2,33.0,0.46
3974,3.0,99.0,5.0,0,1,4,1.0,1.0,4.0,1,10.0,19.0,0.0,0.0,1,18,1,1125,37,342,3,2344.0,53.0,7.0,2,33.0,0.36
2568,1.0,90.0,3.0,0,1,2,1.0,1.0,2.0,1,2.0,23.0,0.0,0.0,1,0,1,1125,37,157,1,2277.0,92.0,10.0,0,2.0,0.48
2359,2.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,13.0,35.0,0.0,0.0,1,0,2,45,14,44,4,2274.0,100.0,9.0,0,1.0,2.5
3974,3.0,99.0,5.0,0,1,2,1.0,1.0,2.0,1,8.0,19.0,0.0,0.0,1,17,1,365,44,349,26,2266.0,83.0,9.0,2,33.0,1.18
2720,2.0,100.0,6.0,0,0,2,1.0,1.0,2.0,1,9.0,60.0,0.0,0.0,1,0,1,1125,7,37,1,2711.0,100.0,8.0,2,1.0,0.06
3222,3.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,10.0,22.0,0.0,0.0,1,8,2,365,0,0,116,2265.0,87.0,9.0,1,6.0,3.66
3582,3.0,100.0,3.0,0,0,4,1.0,2.0,2.0,1,12.0,55.0,0.0,20.0,3,5,1,1125,36,341,0,3954.0,92.0,10.0,1,4.0,0.0
4417,3.0,100.0,5.0,0,1,2,1.0,1.0,2.0,1,13.0,29.0,100.0,40.0,1,15,2,1125,32,337,18,2291.0,91.0,10.0,2,2.0,0.51
4008,3.0,100.0,5.0,0,1,2,2.0,1.0,1.0,1,7.0,32.0,0.0,0.0,1,0,1,1125,7,287,11,2281.0,91.0,9.0,1,8.0,0.35
2489,0.0,0.0,3.0,0,0,2,1.0,0.0,1.0,0,11.0,54.0,0.0,0.0,1,0,5,1125,0,0,5,2433.0,100.0,10.0,1,1.0,0.76
2711,3.0,100.0,3.0,0,0,4,1.0,2.0,3.0,1,16.0,95.0,0.0,50.0,1,0,1,1125,19,318,32,2256.0,90.0,10.0,2,1.0,2.99
2464,3.0,100.0,2.0,0,0,5,1.0,1.0,3.0,1,0.0,245.0,300.0,50.0,3,20,3,1125,58,363,0,3954.0,92.0,10.0,2,1.0,0.0
3759,3.0,100.0,9.0,8,0,5,2.0,2.0,3.0,1,24.0,200.0,0.0,40.0,2,23,2,1125,10,264,13,2279.0,97.0,10.0,2,6.0,2.19
3917,3.0,100.0,6.0,0,0,6,3.0,3.0,4.0,1,21.0,201.0,0.0,77.0,2,0,3,1125,6,6,6,2421.0,96.0,10.0,2,77.0,0.4
3038,3.0,100.0,5.0,8,0,8,2.0,3.0,4.0,1,27.0,161.0,250.0,60.0,1,20,1,30,38,141,25,2268.0,93.0,10.0,2,48.0,2.33
2921,2.0,100.0,4.0,14,1,1,1.0,1.0,2.0,1,15.0,49.0,150.0,10.0,1,0,1,1125,21,21,1,2298.0,100.0,10.0,2,1.0,0.61
2771,0.0,0.0,3.0,14,1,2,2.0,1.0,1.0,1,21.0,70.0,0.0,0.0,1,0,2,1125,6,311,16,2559.0,96.0,10.0,0,1.0,1.09
2881,3.0,100.0,3.0,1,1,2,1.0,1.0,1.0,1,18.0,35.0,0.0,0.0,1,0,2,90,0,281,1,2379.0,100.0,10.0,0,2.0,0.07
3485,1.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,12.0,30.0,0.0,0.0,1,0,3,365,47,352,64,2290.0,95.0,10.0,0,1.0,1.62
3299,3.0,100.0,4.0,0,1,6,2.0,1.0,5.0,1,19.0,74.0,400.0,15.0,2,17,1,1125,9,300,15,2266.0,99.0,10.0,2,2.0,1.24
3316,2.0,100.0,4.0,0,1,2,2.0,1.0,1.0,1,13.0,15.0,0.0,15.0,1,0,10,1125,0,281,0,3954.0,92.0,10.0,2,97.0,0.0
4084,2.0,100.0,4.0,0,0,4,1.0,0.0,2.0,1,8.0,155.0,300.0,30.0,2,0,3,60,46,341,89,2278.0,97.0,10.0,2,4.0,1.47
3114,3.0,98.0,5.0,0,0,7,2.0,2.0,4.0,1,16.0,89.0,0.0,0.0,5,5,2,1125,32,325,48,2266.0,89.0,10.0,2,6.0,3.52
2702,3.0,99.0,4.0,0,0,7,2.0,3.0,6.0,1,10.0,250.0,300.0,40.0,4,10,2,1125,19,183,21,2279.0,91.0,10.0,2,67.0,2.66
3499,2.0,100.0,7.0,0,0,4,1.0,1.0,1.0,1,18.0,80.0,0.0,0.0,1,0,7,1125,13,318,1,2886.0,80.0,10.0,0,11.0,0.05
2585,2.0,100.0,5.0,0,1,2,1.0,1.0,1.0,1,12.0,35.0,0.0,0.0,1,13,1,7,0,0,1,2340.0,60.0,10.0,2,2.0,0.33
2541,3.0,100.0,4.0,0,0,4,1.0,1.0,1.0,0,14.0,100.0,150.0,30.0,2,0,1,1125,16,107,47,2253.0,94.0,10.0,2,2.0,5.02
3028,3.0,100.0,4.0,0,0,4,2.0,2.0,3.0,1,11.0,160.0,400.0,140.0,1,0,3,1125,32,328,24,2298.0,93.0,10.0,2,37.0,1.0
3033,3.0,100.0,4.0,0,0,7,1.0,2.0,5.0,1,19.0,119.0,0.0,35.0,4,15,2,1125,31,157,58,2255.0,91.0,10.0,2,8.0,4.44
2982,2.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,14.0,38.0,0.0,0.0,1,5,2,1125,37,342,2,2276.0,90.0,10.0,0,6.0,1.46
2661,3.0,100.0,3.0,8,1,1,1.0,1.0,1.0,1,12.0,20.0,0.0,5.0,1,0,3,30,49,354,19,2256.0,95.0,9.0,0,1.0,1.57
2893,3.0,100.0,3.0,0,0,4,1.0,1.0,2.0,1,10.0,55.0,300.0,0.0,2,10,3,1125,13,264,88,2261.0,93.0,9.0,1,4.0,4.39
3626,0.0,0.0,4.0,0,1,1,1.0,1.0,1.0,1,14.0,13.0,0.0,0.0,1,0,5,1125,0,280,7,2460.0,97.0,10.0,1,1.0,0.34
3779,0.0,0.0,3.0,8,1,2,1.0,1.0,1.0,1,13.0,30.0,0.0,0.0,2,0,1,30,0,0,0,3954.0,92.0,10.0,0,3.0,0.0
2930,0.0,0.0,6.0,0,0,2,1.0,1.0,1.0,1,19.0,50.0,0.0,10.0,2,5,3,1125,0,0,3,2346.0,87.0,9.0,0,1.0,0.14
2634,1.0,90.0,6.0,0,1,2,1.0,1.0,1.0,1,16.0,18.0,0.0,10.0,1,9,1,1125,41,346,0,3954.0,92.0,10.0,1,3.0,0.0
2423,2.0,100.0,2.0,0,1,1,2.0,1.0,1.0,1,9.0,32.0,0.0,20.0,1,0,2,7,60,180,0,3954.0,92.0,10.0,0,2.0,0.0
2362,1.0,80.0,2.0,14,1,1,1.0,1.0,0.0,1,9.0,20.0,0.0,0.0,1,0,2,1125,51,81,4,2256.0,95.0,9.0,1,1.0,1.32
2883,2.0,100.0,7.0,0,0,3,1.0,1.0,2.0,1,12.0,45.0,100.0,15.0,1,0,1,1125,0,43,0,3954.0,92.0,10.0,2,1.0,0.0
2835,3.0,100.0,4.0,0,0,2,1.0,0.0,1.0,1,13.0,37.0,0.0,15.0,1,0,3,250,38,69,21,2255.0,88.0,9.0,2,3.0,3.09
2472,3.0,100.0,6.0,8,1,2,2.0,1.0,1.0,1,20.0,26.0,94.0,5.0,1,5,2,30,6,19,29,2262.0,97.0,10.0,0,5.0,6.74
3940,2.0,100.0,3.0,1,1,2,2.0,1.0,1.0,0,19.0,35.0,0.0,25.0,1,15,2,1125,60,365,5,2411.0,80.0,9.0,1,2.0,0.42
3177,3.0,100.0,4.0,0,0,7,1.0,3.0,5.0,1,21.0,130.0,150.0,50.0,5,15,2,300,29,323,15,2269.0,97.0,10.0,0,13.0,1.81
3254,3.0,100.0,6.0,0,0,3,1.0,1.0,2.0,1,15.0,54.0,100.0,20.0,2,15,3,1125,33,334,15,2254.0,95.0,10.0,1,1.0,2.16
2444,3.0,100.0,6.0,0,0,2,1.0,0.0,1.0,1,12.0,41.0,0.0,0.0,1,0,1,1125,28,327,19,2253.0,86.0,9.0,1,2.0,9.05
3888,2.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,17.0,25.0,0.0,0.0,1,0,2,60,0,0,5,2313.0,92.0,9.0,1,1.0,0.52
3199,0.0,0.0,5.0,0,0,4,1.0,2.0,3.0,1,11.0,100.0,600.0,40.0,1,20,3,1125,0,286,0,3954.0,92.0,10.0,2,3.0,0.0
2912,0.0,25.0,4.0,14,0,4,2.0,2.0,2.0,1,14.0,86.0,200.0,30.0,1,0,1,1125,37,342,1,2891.0,80.0,10.0,0,1.0,0.05
2576,2.0,100.0,3.0,16,0,2,1.0,1.0,1.0,1,19.0,79.0,300.0,0.0,2,0,2,1125,0,115,4,2290.0,100.0,9.0,1,1.0,0.75
2437,3.0,100.0,6.0,15,0,2,1.0,1.0,1.0,1,9.0,50.0,0.0,0.0,1,0,1,2,0,0,1,2312.0,80.0,10.0,1,1.0,0.48
2993,3.0,100.0,4.0,0,1,2,2.0,1.0,1.0,1,12.0,40.0,0.0,0.0,1,0,1,1125,53,358,12,2291.0,97.0,9.0,0,1.0,1.07
2710,0.0,0.0,2.0,0,0,2,1.0,1.0,1.0,1,20.0,90.0,0.0,20.0,1,0,2,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3917,3.0,100.0,6.0,0,0,6,3.0,3.0,5.0,1,22.0,149.0,0.0,77.0,2,0,3,1125,7,170,9,2289.0,96.0,10.0,2,77.0,0.58
3619,3.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,15.0,35.0,0.0,0.0,1,0,5,30,52,82,1,2288.0,100.0,10.0,1,1.0,0.77
2507,3.0,83.0,7.0,0,0,3,1.0,1.0,2.0,1,20.0,50.0,300.0,0.0,2,15,4,1125,0,69,24,2271.0,94.0,10.0,1,1.0,3.04
2946,3.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,21.0,45.0,0.0,25.0,1,0,2,90,17,317,31,2254.0,98.0,10.0,1,1.0,1.36
2765,0.0,0.0,4.0,0,0,2,1.0,1.0,1.0,1,14.0,48.0,0.0,12.0,1,0,2,1125,0,0,4,2623.0,95.0,10.0,1,1.0,0.29
2612,2.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,17.0,40.0,0.0,0.0,1,0,1,180,59,364,2,2454.0,100.0,10.0,1,1.0,0.19
2625,1.0,90.0,4.0,0,1,2,1.0,1.0,1.0,1,8.0,25.0,0.0,5.0,1,15,1,1125,60,365,0,3954.0,92.0,10.0,0,2.0,0.0
4022,1.0,100.0,5.0,0,0,4,1.0,0.0,1.0,1,14.0,52.0,150.0,0.0,2,0,2,1125,0,3,3,3168.0,53.0,7.0,1,26.0,0.06
2863,3.0,100.0,5.0,0,1,1,1.0,1.0,1.0,1,14.0,17.0,0.0,0.0,1,0,1,8,49,354,18,2263.0,90.0,8.0,0,1.0,2.73
3183,3.0,98.0,4.0,0,0,4,1.0,1.0,2.0,1,7.0,38.0,150.0,80.0,2,5,3,1125,0,249,3,2283.0,87.0,9.0,1,44.0,0.56
2340,2.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,15.0,32.0,95.0,15.0,1,20,3,30,48,353,0,3954.0,92.0,10.0,1,2.0,0.0
2561,1.0,100.0,6.0,1,1,1,6.0,10.0,16.0,1,21.0,40.0,90.0,0.0,1,30,7,1125,59,145,4,2516.0,100.0,10.0,2,7.0,0.42
2859,3.0,100.0,3.0,8,1,2,1.0,1.0,2.0,1,14.0,40.0,0.0,0.0,1,0,1,1125,36,329,1,2737.0,100.0,10.0,0,1.0,0.06
2677,3.0,99.0,3.0,0,0,4,1.0,1.0,2.0,1,24.0,53.0,0.0,0.0,2,15,1,30,17,264,35,2260.0,91.0,9.0,1,7.0,5.59
3223,2.0,100.0,5.0,1,1,2,1.0,1.0,1.0,1,8.0,30.0,350.0,20.0,1,8,1,30,59,364,28,2289.0,88.0,9.0,2,2.0,0.92
3216,0.0,0.0,3.0,0,0,2,1.0,1.0,1.0,1,19.0,44.0,0.0,12.0,1,0,3,14,0,0,16,2458.0,90.0,10.0,0,1.0,1.5
3223,2.0,100.0,5.0,1,1,2,1.0,1.0,1.0,1,8.0,25.0,300.0,8.0,1,7,1,1125,59,364,10,2484.0,87.0,9.0,2,2.0,0.54
2645,3.0,100.0,4.0,0,1,2,2.0,1.0,1.0,1,16.0,15.0,0.0,0.0,1,10,2,1125,53,86,12,2277.0,83.0,10.0,0,5.0,1.05
2561,1.0,100.0,6.0,1,1,2,1.0,1.0,2.0,1,10.0,35.0,90.0,0.0,1,35,2,619,0,296,0,3954.0,92.0,10.0,0,7.0,0.0
2757,1.0,80.0,5.0,0,0,4,1.0,3.0,3.0,1,15.0,100.0,0.0,60.0,1,0,5,1125,7,281,7,2340.0,80.0,10.0,1,1.0,0.43
3048,2.0,70.0,6.0,0,1,3,1.0,1.0,2.0,1,15.0,30.0,0.0,0.0,1,30,5,60,51,356,7,2815.0,97.0,10.0,0,1.0,0.3
3725,2.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,12.0,30.0,0.0,10.0,1,0,2,1125,22,327,19,2319.0,94.0,9.0,1,1.0,1.02
3633,2.0,96.0,3.0,0,0,3,1.0,0.0,3.0,1,11.0,60.0,0.0,0.0,1,0,2,30,38,321,0,3954.0,92.0,10.0,2,26.0,0.0
3263,0.0,40.0,5.0,0,0,4,1.0,1.0,2.0,1,16.0,65.0,150.0,0.0,2,12,2,1125,0,230,12,2452.0,83.0,10.0,2,1.0,0.51
3327,3.0,100.0,4.0,0,0,6,2.0,3.0,3.0,1,16.0,160.0,150.0,50.0,1,0,3,1125,0,282,18,2290.0,94.0,9.0,2,3.0,0.53
3139,1.0,57.0,4.0,0,0,1,1.0,1.0,1.0,1,16.0,60.0,150.0,40.0,1,0,1,90,43,163,1,2574.0,92.0,10.0,0,2.0,0.09
2417,1.0,100.0,3.0,0,0,3,1.0,1.0,2.0,1,14.0,50.0,200.0,0.0,1,0,30,300,0,275,1,2325.0,100.0,10.0,0,1.0,0.39
3705,2.0,100.0,4.0,0,0,2,1.0,1.0,1.0,1,16.0,75.0,300.0,50.0,1,0,30,90,8,114,19,2530.0,91.0,10.0,2,1.0,0.43
3633,2.0,96.0,3.0,0,1,3,1.0,1.0,2.0,1,11.0,60.0,0.0,0.0,1,0,2,30,32,326,0,3954.0,92.0,10.0,0,26.0,0.0
3633,2.0,96.0,3.0,0,0,2,1.0,0.0,1.0,1,11.0,50.0,0.0,0.0,1,0,2,1125,0,269,1,2459.0,80.0,8.0,1,26.0,0.14
4510,3.0,100.0,4.0,0,0,6,2.0,3.0,5.0,1,16.0,145.0,300.0,42.0,2,13,3,365,9,250,10,2277.0,100.0,10.0,2,11.0,0.43
3182,2.0,75.0,3.0,0,0,5,1.0,2.0,4.0,1,15.0,100.0,200.0,60.0,2,10,2,1125,12,314,0,3954.0,92.0,10.0,2,145.0,0.0
2705,2.0,100.0,1.0,14,1,1,1.0,1.0,1.0,1,11.0,20.0,0.0,0.0,1,0,2,4,50,81,0,3954.0,92.0,10.0,0,1.0,0.0
2643,3.0,90.0,5.0,0,0,4,1.0,1.0,2.0,1,19.0,60.0,150.0,25.0,2,10,2,1125,0,267,22,2258.0,98.0,10.0,1,1.0,1.9
