Host Since,Host Response Time,Host Response Rate,Host Verifications,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Amenities,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 60,Availability 365,Number of Reviews,Last Review,Review Scores Rating,Review Scores Location,Cancellation Policy,Calculated host listings count,Reviews per Month
3971,3.0,100.0,4.0,0,0,4,1.0,0.0,2.0,1,9.0,55.0,94.0,0.0,2,10,2,30,18,250,56,2255.0,94.0,10.0,2,5.0,1.65
3930,2.0,100.0,9.0,16,0,4,1.0,1.0,2.0,1,12.0,30.0,900.0,25.0,1,10,2,1125,24,306,168,2265.0,94.0,9.0,2,2.0,3.15
2878,3.0,100.0,3.0,0,0,2,1.0,1.0,1.0,1,18.0,50.0,200.0,20.0,1,0,1,1125,44,251,22,2270.0,93.0,9.0,2,1.0,1.71
3758,0.0,0.0,4.0,0,0,4,1.0,1.0,1.0,1,14.0,68.0,100.0,30.0,1,15,3,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
2762,3.0,94.0,4.0,14,0,3,1.0,1.0,2.0,1,14.0,45.0,0.0,10.0,1,0,3,15,33,94,17,2269.0,86.0,9.0,2,2.0,4.25
2715,1.0,90.0,4.0,0,1,2,1.0,1.0,1.0,1,14.0,25.0,0.0,10.0,1,10,3,1125,6,311,2,2291.0,100.0,10.0,0,3.0,0.79
3627,3.0,100.0,4.0,0,0,3,1.0,1.0,1.0,1,13.0,45.0,0.0,30.0,2,12,3,1125,22,318,45,2252.0,86.0,10.0,2,2.0,1.08
4445,3.0,100.0,7.0,0,0,8,2.0,3.0,7.0,1,20.0,220.0,450.0,70.0,6,25,2,1125,20,294,18,2255.0,97.0,10.0,2,4.0,2.9
3752,3.0,100.0,5.0,0,0,4,1.0,0.0,2.0,1,18.0,50.0,0.0,20.0,2,8,3,90,22,327,59,2281.0,90.0,9.0,1,20.0,2.08
2596,2.0,100.0,4.0,0,1,2,2.0,1.0,1.0,1,16.0,25.0,0.0,10.0,1,5,1,4,42,73,19,2257.0,93.0,10.0,0,1.0,3.0
3710,3.0,100.0,3.0,14,1,2,1.0,1.0,1.0,1,19.0,35.0,0.0,0.0,1,10,1,3,50,74,4,2256.0,100.0,10.0,0,1.0,2.14
3316,2.0,100.0,4.0,0,1,2,4.0,1.0,1.0,1,12.0,25.0,0.0,15.0,1,5,10,1125,0,61,0,3954.0,92.0,10.0,2,97.0,0.0
4022,1.0,100.0,5.0,0,0,8,1.0,3.0,3.0,1,9.0,75.0,150.0,0.0,6,0,5,1125,0,146,32,2448.0,77.0,9.0,1,26.0,0.66
2624,0.0,0.0,6.0,0,1,1,2.0,1.0,1.0,1,9.0,43.0,200.0,30.0,1,0,7,1125,5,61,0,3954.0,92.0,10.0,2,20.0,0.0
2640,1.0,100.0,3.0,0,0,2,1.0,1.0,1.0,1,8.0,60.0,0.0,0.0,1,0,3,14,11,36,14,2283.0,86.0,10.0,2,1.0,1.12
3139,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,16.0,40.0,0.0,0.0,1,0,2,1125,13,224,120,2263.0,92.0,9.0,0,2.0,4.29
4106,2.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,19.0,52.0,300.0,35.0,1,20,3,365,0,246,4,2725.0,90.0,10.0,2,3.0,0.1
3616,3.0,100.0,3.0,14,1,1,1.0,1.0,1.0,1,13.0,25.0,0.0,12.0,1,0,1,5,41,320,7,2265.0,93.0,10.0,1,1.0,4.38
2715,1.0,90.0,4.0,0,1,1,1.0,1.0,1.0,1,16.0,25.0,0.0,10.0,1,0,1,1125,54,359,0,3954.0,92.0,10.0,0,3.0,0.0
2561,1.0,100.0,7.0,0,0,2,1.0,1.0,1.0,1,16.0,65.0,90.0,0.0,1,0,3,1125,40,160,30,2256.0,96.0,10.0,1,1.0,3.07
3541,3.0,100.0,5.0,0,0,8,3.0,4.0,5.0,1,14.0,315.0,250.0,0.0,1,0,3,1125,16,189,38,2264.0,99.0,10.0,1,1.0,0.93
3101,1.0,83.0,4.0,0,0,2,1.0,0.0,1.0,1,18.0,35.0,150.0,20.0,2,0,2,1125,1,52,7,2269.0,89.0,9.0,2,1.0,0.72
2955,2.0,100.0,3.0,9,1,1,1.0,1.0,1.0,1,8.0,22.0,0.0,0.0,1,0,1,30,52,357,53,2256.0,86.0,10.0,2,1.0,2.27
2833,0.0,0.0,3.0,0,0,2,1.0,1.0,1.0,1,6.0,52.0,0.0,10.0,3,8,3,10,0,0,2,2815.0,90.0,9.0,0,1.0,0.1
2864,3.0,100.0,3.0,0,0,5,1.0,2.0,2.0,1,11.0,62.0,0.0,0.0,1,10,2,1125,21,301,164,2265.0,82.0,9.0,2,2.0,8.6
2572,2.0,100.0,6.0,0,0,3,1.0,1.0,2.0,1,14.0,60.0,0.0,35.0,2,10,2,1125,19,119,2,2262.0,100.0,10.0,0,1.0,2.0
2426,0.0,0.0,6.0,1,1,1,1.0,1.0,1.0,1,11.0,26.0,0.0,5.0,1,0,2,7,59,364,1,2409.0,80.0,10.0,2,1.0,0.19
2648,0.0,0.0,2.0,0,0,4,1.0,2.0,3.0,1,18.0,70.0,0.0,0.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3869,3.0,97.0,5.0,0,0,2,1.0,1.0,1.0,0,15.0,53.0,100.0,20.0,1,0,1,1125,15,304,150,2270.0,89.0,10.0,2,2.0,3.53
2851,2.0,100.0,7.0,0,0,4,1.0,2.0,4.0,1,20.0,89.0,150.0,40.0,2,0,3,30,34,65,6,2269.0,100.0,10.0,1,1.0,1.78
2540,0.0,0.0,2.0,14,1,1,1.0,1.0,1.0,1,16.0,30.0,0.0,0.0,1,0,2,7,20,51,0,3954.0,92.0,10.0,0,1.0,0.0
2763,3.0,97.0,6.0,0,0,2,1.0,1.0,1.0,1,11.0,40.0,100.0,30.0,1,0,2,1125,37,39,35,2270.0,84.0,9.0,2,3.0,2.15
2289,3.0,100.0,3.0,0,1,2,1.0,1.0,1.0,1,10.0,30.0,95.0,8.0,1,0,2,1125,44,146,0,3954.0,92.0,10.0,2,3.0,0.0
2871,3.0,100.0,5.0,0,0,3,1.0,1.0,1.0,1,11.0,45.0,0.0,0.0,2,10,2,1125,0,284,33,2256.0,84.0,10.0,0,1.0,4.09
2844,3.0,100.0,3.0,0,0,2,1.0,1.0,1.0,1,9.0,39.0,0.0,20.0,1,0,1,1125,0,5,5,2253.0,96.0,9.0,1,1.0,5.0
2644,2.0,100.0,3.0,0,0,3,1.0,1.0,2.0,1,13.0,49.0,100.0,15.0,2,12,3,10,31,149,10,2257.0,91.0,10.0,0,1.0,3.0
2887,1.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,18.0,65.0,150.0,20.0,1,0,3,1125,33,173,2,2305.0,100.0,10.0,2,1.0,0.33
2813,3.0,100.0,5.0,14,0,6,1.0,2.0,4.0,1,9.0,55.0,150.0,20.0,2,20,2,1125,7,254,94,2254.0,91.0,10.0,0,5.0,5.04
2836,2.0,100.0,3.0,0,0,4,1.0,0.0,2.0,1,14.0,50.0,100.0,30.0,2,0,2,1125,14,277,77,2262.0,92.0,10.0,2,3.0,4.4
4095,2.0,100.0,5.0,0,0,3,1.0,1.0,2.0,1,15.0,56.0,87.0,12.0,2,12,2,150,28,326,293,2283.0,89.0,10.0,2,1.0,4.82
2388,3.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,7.0,20.0,100.0,9.0,1,0,3,5,28,33,9,2271.0,87.0,9.0,1,1.0,2.23
2733,2.0,100.0,6.0,0,0,7,1.0,2.0,4.0,1,24.0,109.0,150.0,60.0,6,0,1,14,16,290,70,2254.0,98.0,10.0,2,6.0,5.54
2494,0.0,0.0,3.0,0,1,3,1.0,1.0,3.0,1,2.0,300.0,0.0,0.0,1,0,1,1125,60,365,0,3954.0,92.0,10.0,0,1.0,0.0
3802,3.0,100.0,4.0,0,0,6,2.0,2.0,4.0,1,16.0,86.0,0.0,25.0,4,12,3,1125,18,120,80,2262.0,94.0,10.0,1,8.0,3.44
2947,3.0,100.0,6.0,0,0,2,1.0,1.0,1.0,1,16.0,60.0,100.0,20.0,1,70,2,14,40,71,10,2255.0,100.0,10.0,1,1.0,1.85
4001,3.0,100.0,4.0,0,0,5,2.0,2.0,3.0,1,13.0,84.0,300.0,60.0,2,15,28,360,0,180,2,2338.0,90.0,10.0,1,12.0,0.35
3926,2.0,100.0,7.0,0,1,1,1.0,1.0,1.0,1,9.0,25.0,0.0,10.0,1,0,1,4,41,346,3,2255.0,100.0,10.0,0,1.0,1.88
2310,3.0,100.0,2.0,0,0,7,1.0,2.0,6.0,1,17.0,79.0,150.0,50.0,3,25,4,365,36,337,0,3954.0,92.0,10.0,2,1.0,0.0
2520,3.0,100.0,5.0,14,1,2,1.0,1.0,1.0,1,11.0,37.0,0.0,0.0,1,0,2,1125,19,321,17,2252.0,94.0,10.0,2,5.0,3.67
4001,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,8.0,75.0,0.0,40.0,2,15,3,1125,44,339,6,2406.0,87.0,10.0,1,12.0,0.27
3490,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,19.0,100.0,400.0,50.0,1,0,2,1125,30,215,10,2257.0,98.0,10.0,1,4.0,0.88
2258,0.0,0.0,2.0,0,0,4,1.0,1.0,2.0,1,14.0,65.0,150.0,24.0,2,12,2,1125,43,163,0,3954.0,92.0,10.0,0,1.0,0.0
3770,3.0,100.0,4.0,0,0,2,1.0,2.0,2.0,1,13.0,90.0,0.0,30.0,3,15,3,1125,6,311,7,2345.0,83.0,10.0,2,6.0,0.59
3267,3.0,100.0,4.0,0,0,3,2.0,2.0,2.0,1,16.0,85.0,0.0,12.0,1,0,2,10,4,8,2,2350.0,100.0,10.0,2,2.0,0.38
3343,3.0,100.0,4.0,8,0,4,1.0,1.0,1.0,1,14.0,145.0,200.0,30.0,2,15,2,60,44,344,4,2485.0,85.0,9.0,1,4.0,0.18
4022,0.0,0.0,2.0,0,1,1,1.0,1.0,1.0,1,0.0,40.0,0.0,0.0,1,0,1,1125,50,355,0,3954.0,92.0,10.0,0,1.0,0.0
2989,1.0,75.0,4.0,15,0,2,1.0,0.0,1.0,1,12.0,75.0,0.0,20.0,1,0,2,1125,30,335,36,2351.0,86.0,10.0,2,1.0,1.47
2489,3.0,96.0,3.0,0,0,2,1.0,0.0,1.0,1,14.0,89.0,0.0,0.0,1,0,1,1125,44,349,0,3954.0,92.0,10.0,0,29.0,0.0
2819,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,28.0,60.0,0.0,20.0,2,15,1,1125,40,340,1,2256.0,100.0,10.0,2,1.0,1.0
3316,2.0,100.0,4.0,0,1,2,3.0,1.0,1.0,1,10.0,25.0,0.0,15.0,1,5,10,1125,0,62,0,3954.0,92.0,10.0,2,97.0,0.0
2885,2.0,100.0,4.0,0,1,2,2.0,1.0,1.0,1,16.0,45.0,0.0,0.0,1,15,2,1125,54,359,15,2410.0,91.0,10.0,2,1.0,0.82
2563,3.0,90.0,4.0,0,0,4,1.0,1.0,2.0,1,13.0,70.0,150.0,20.0,3,0,2,4,18,98,21,2277.0,91.0,10.0,0,1.0,2.05
4157,2.0,90.0,5.0,0,0,6,1.0,2.0,3.0,1,16.0,90.0,100.0,35.0,3,10,3,30,29,321,59,2269.0,89.0,10.0,1,1.0,1.59
2596,1.0,100.0,5.0,0,0,7,3.0,3.0,4.0,1,13.0,190.0,300.0,49.0,4,30,3,1125,14,123,17,2327.0,98.0,10.0,2,2.0,1.76
3920,1.0,100.0,3.0,0,0,6,1.0,2.0,2.0,0,13.0,125.0,100.0,50.0,2,20,3,1125,0,282,1,2927.0,100.0,10.0,0,3.0,0.04
3413,2.0,100.0,4.0,0,0,5,1.0,2.0,4.0,1,20.0,99.0,300.0,30.0,3,10,3,1125,33,334,77,2270.0,98.0,10.0,1,2.0,2.14
3509,0.0,0.0,3.0,0,0,3,1.0,1.0,2.0,1,10.0,70.0,0.0,0.0,1,0,1,1125,0,0,2,2844.0,90.0,9.0,0,1.0,0.1
3354,3.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,17.0,75.0,100.0,20.0,1,0,2,28,29,312,53,2255.0,90.0,10.0,2,5.0,1.48
3804,2.0,100.0,7.0,0,0,4,1.0,1.0,2.0,1,17.0,80.0,300.0,0.0,2,10,3,1125,10,260,3,2318.0,87.0,9.0,2,18.0,0.2
2766,2.0,100.0,5.0,0,0,4,2.0,1.0,2.0,0,20.0,56.0,0.0,0.0,1,8,1,1125,29,323,63,2270.0,83.0,10.0,0,1.0,3.7
2585,1.0,75.0,3.0,16,0,6,2.0,3.0,4.0,1,17.0,150.0,0.0,0.0,3,20,2,10,0,219,1,2417.0,80.0,8.0,1,2.0,0.18
3962,3.0,100.0,4.0,0,0,2,1.0,0.0,2.0,1,16.0,35.0,92.0,25.0,1,10,7,1125,0,203,3,2368.0,100.0,10.0,2,3.0,0.65
3851,3.0,100.0,5.0,0,0,6,1.0,2.0,3.0,0,15.0,70.0,100.0,30.0,4,10,2,90,2,297,121,2319.0,85.0,10.0,2,23.0,3.05
2918,3.0,100.0,3.0,0,0,2,1.0,0.0,1.0,1,13.0,50.0,150.0,10.0,1,0,2,1125,25,55,60,2258.0,92.0,10.0,2,2.0,5.36
3636,3.0,100.0,8.0,0,0,2,1.0,1.0,1.0,1,23.0,35.0,0.0,10.0,2,25,2,1125,18,124,73,2255.0,91.0,10.0,1,3.0,4.44
4022,1.0,100.0,5.0,0,0,5,1.0,1.0,1.0,1,12.0,75.0,150.0,0.0,1,0,2,1125,25,230,14,2869.0,84.0,9.0,1,26.0,0.29
2423,3.0,100.0,3.0,0,0,2,1.0,0.0,2.0,1,21.0,80.0,350.0,0.0,1,0,1,15,32,142,2,2254.0,100.0,10.0,1,5.0,2.0
2770,0.0,0.0,6.0,0,1,2,1.0,1.0,1.0,1,17.0,35.0,0.0,0.0,1,15,1,1125,37,342,0,3954.0,92.0,10.0,0,1.0,0.0
2466,3.0,100.0,6.0,14,0,2,1.0,1.0,1.0,1,22.0,70.0,160.0,20.0,1,0,2,7,44,345,5,2262.0,100.0,10.0,1,1.0,1.55
3204,3.0,100.0,4.0,16,1,1,1.0,2.0,2.0,1,16.0,38.0,0.0,25.0,1,0,2,1125,33,338,28,2262.0,90.0,10.0,1,1.0,0.91
4022,1.0,100.0,5.0,0,0,3,1.0,0.0,1.0,1,12.0,55.0,150.0,0.0,2,0,2,1125,20,168,7,3005.0,94.0,10.0,1,26.0,0.14
2430,3.0,100.0,4.0,0,0,4,1.0,1.0,1.0,1,18.0,89.0,150.0,49.0,2,15,2,1125,29,322,3,2413.0,100.0,10.0,2,9.0,0.54
3373,1.0,67.0,3.0,0,1,2,1.0,1.0,2.0,1,12.0,25.0,100.0,10.0,1,10,3,60,51,335,11,2346.0,78.0,10.0,2,2.0,0.34
2456,3.0,100.0,2.0,0,0,4,1.0,1.0,1.0,1,13.0,72.0,120.0,30.0,2,10,2,1125,0,164,5,2291.0,96.0,10.0,0,1.0,0.77
4048,1.0,100.0,4.0,0,0,4,1.0,2.0,3.0,1,9.0,85.0,0.0,45.0,2,10,3,30,0,203,58,2557.0,98.0,10.0,2,1.0,0.98
2982,1.0,50.0,3.0,0,1,1,5.0,1.0,1.0,1,19.0,23.0,200.0,0.0,1,0,4,1125,0,10,0,3954.0,92.0,10.0,2,38.0,0.0
4278,3.0,100.0,5.0,0,1,2,2.0,1.0,1.0,1,15.0,36.0,0.0,10.0,1,0,1,10,23,316,46,2261.0,90.0,10.0,2,9.0,5.45
2827,3.0,100.0,4.0,0,0,2,1.0,1.0,1.0,1,13.0,60.0,0.0,0.0,1,0,3,8,0,9,0,3954.0,92.0,10.0,1,1.0,0.0
2294,0.0,0.0,6.0,0,1,1,3.0,1.0,1.0,1,8.0,36.0,200.0,30.0,1,0,7,1125,6,311,0,3954.0,92.0,10.0,2,26.0,0.0
2294,0.0,0.0,6.0,0,1,1,3.0,1.0,1.0,1,13.0,37.0,200.0,30.0,1,0,7,1125,6,311,0,3954.0,92.0,10.0,2,26.0,0.0
4727,3.0,98.0,3.0,0,0,2,1.0,1.0,1.0,1,10.0,76.0,300.0,35.0,1,0,2,1000,16,271,61,2287.0,88.0,9.0,2,9.0,1.29
3979,3.0,100.0,4.0,0,0,3,1.0,0.0,2.0,1,25.0,74.0,75.0,27.0,2,10,2,1125,15,300,136,2255.0,94.0,10.0,0,1.0,3.6
3022,0.0,0.0,2.0,0,1,1,1.0,1.0,1.0,1,13.0,33.0,0.0,0.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,0,2.0,0.0
2742,0.0,0.0,4.0,0,1,2,1.0,1.0,1.0,1,6.0,28.0,0.0,0.0,1,10,3,22,54,85,0,3954.0,92.0,10.0,0,1.0,0.0
2487,3.0,82.0,1.0,16,0,7,1.0,3.0,5.0,1,14.0,84.0,150.0,25.0,3,10,2,1125,35,329,0,3954.0,92.0,10.0,2,1.0,0.0
2378,3.0,100.0,6.0,0,0,2,1.0,1.0,1.0,1,12.0,59.0,200.0,20.0,1,0,20,1125,30,185,0,3954.0,92.0,10.0,2,1.0,0.0
3130,3.0,100.0,4.0,14,1,2,2.0,1.0,2.0,1,15.0,30.0,0.0,30.0,1,0,2,1125,20,304,21,2255.0,95.0,9.0,1,3.0,2.74
3585,1.0,100.0,4.0,0,0,4,2.0,2.0,2.0,1,25.0,105.0,0.0,20.0,1,0,2,1125,0,245,1,2738.0,100.0,10.0,1,1.0,0.06
3458,1.0,70.0,4.0,0,0,2,1.0,1.0,1.0,1,14.0,40.0,0.0,20.0,1,10,2,1125,0,181,21,2293.0,87.0,9.0,2,1.0,0.67
4221,3.0,94.0,4.0,0,0,5,2.0,3.0,3.0,1,15.0,121.0,200.0,48.0,1,11,4,1125,34,339,11,2345.0,89.0,9.0,1,51.0,0.4
3191,1.0,80.0,4.0,0,1,2,1.0,1.0,2.0,1,21.0,26.0,100.0,9.0,1,0,2,1125,42,347,3,2284.0,100.0,9.0,1,1.0,1.08
2976,0.0,0.0,3.0,0,1,4,2.0,1.0,3.0,1,16.0,80.0,150.0,15.0,1,40,1,1125,59,364,0,3954.0,92.0,10.0,1,1.0,0.0
2931,0.0,0.0,5.0,0,0,3,1.0,1.0,2.0,1,17.0,60.0,0.0,0.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,2,1.0,0.0
3073,3.0,84.0,3.0,0,1,2,2.0,1.0,1.0,1,11.0,27.0,0.0,0.0,1,5,1,1125,14,301,182,2270.0,88.0,9.0,0,3.0,8.11
3152,2.0,100.0,5.0,0,1,1,1.0,1.0,1.0,1,11.0,40.0,200.0,0.0,1,0,1,1125,59,364,0,3954.0,92.0,10.0,2,2.0,0.0
2848,1.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,21.0,80.0,0.0,19.0,2,50,2,1125,59,364,0,3954.0,92.0,10.0,0,3.0,0.0
2878,2.0,100.0,5.0,0,1,6,2.0,3.0,5.0,1,20.0,95.0,250.0,44.0,2,31,3,1125,12,45,1,2368.0,100.0,10.0,2,4.0,0.25
3303,3.0,100.0,4.0,0,0,4,1.0,1.0,1.0,1,12.0,104.0,200.0,49.0,2,24,3,1125,17,56,5,2276.0,80.0,10.0,2,3.0,0.46
2727,3.0,100.0,5.0,0,0,5,1.0,2.0,3.0,1,11.0,75.0,200.0,0.0,4,20,2,1125,26,217,11,2293.0,89.0,9.0,2,12.0,0.75
2991,3.0,100.0,6.0,0,0,4,2.0,2.0,3.0,1,20.0,125.0,500.0,40.0,1,0,3,1125,44,346,10,2279.0,94.0,10.0,1,1.0,0.98
3513,2.0,100.0,4.0,0,1,3,1.0,2.0,2.0,1,20.0,42.0,100.0,20.0,2,25,2,1125,26,29,111,2317.0,97.0,10.0,1,1.0,3.55
2621,3.0,96.0,3.0,8,1,2,1.0,1.0,1.0,1,15.0,17.0,0.0,0.0,1,7,1,1125,12,287,112,2254.0,88.0,9.0,1,1.0,10.0
3483,3.0,100.0,5.0,0,0,6,1.0,2.0,3.0,1,19.0,120.0,221.0,25.0,3,12,2,1125,40,343,9,2256.0,91.0,10.0,2,2.0,2.27
2976,2.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,13.0,60.0,0.0,25.0,1,0,2,1125,32,117,12,2289.0,95.0,10.0,1,2.0,0.5
2766,3.0,100.0,4.0,0,0,6,1.0,3.0,3.0,1,17.0,90.0,300.0,20.0,6,20,30,1125,0,277,15,2298.0,83.0,9.0,2,2.0,0.92
3028,3.0,100.0,4.0,0,0,2,1.0,1.0,1.0,1,13.0,90.0,300.0,70.0,1,0,3,1125,3,3,9,2289.0,93.0,10.0,2,37.0,0.36
3917,3.0,100.0,6.0,0,0,4,1.0,1.0,1.0,1,21.0,150.0,250.0,77.0,2,17,3,1125,9,9,1,2396.0,100.0,10.0,2,77.0,0.2
3150,3.0,99.0,3.0,0,0,3,1.0,1.0,1.0,1,5.0,58.0,0.0,25.0,3,8,2,1125,47,157,12,2270.0,92.0,10.0,2,9.0,1.84
3481,0.0,0.0,3.0,0,1,2,1.0,1.0,1.0,1,7.0,38.0,0.0,0.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3464,3.0,100.0,3.0,0,0,4,1.0,1.0,2.0,1,13.0,110.0,100.0,0.0,2,20,2,1125,18,258,56,2256.0,94.0,10.0,1,1.0,1.55
2806,0.0,0.0,5.0,0,1,1,1.0,1.0,1.0,1,0.0,40.0,0.0,0.0,1,0,1,1125,60,365,1,2794.0,80.0,8.0,0,1.0,0.06
3362,3.0,100.0,5.0,0,0,2,1.0,1.0,1.0,1,16.0,43.0,0.0,10.0,1,0,2,1125,22,324,95,2255.0,87.0,10.0,1,2.0,2.97
3182,2.0,75.0,3.0,0,0,4,2.0,2.0,3.0,1,15.0,130.0,200.0,50.0,2,10,2,1125,24,296,0,3954.0,92.0,10.0,2,145.0,0.0
2400,1.0,100.0,3.0,0,1,1,1.0,1.0,1.0,1,1.0,26.0,0.0,0.0,1,0,7,31,5,36,0,3954.0,92.0,10.0,2,1.0,0.0
4037,0.0,30.0,2.0,0,0,4,1.0,2.0,3.0,1,9.0,69.0,150.0,0.0,1,0,3,1125,13,308,28,2291.0,82.0,9.0,2,1.0,0.69
3379,3.0,100.0,4.0,0,0,4,1.0,1.0,1.0,1,15.0,60.0,300.0,30.0,2,30,2,1125,13,313,3,2257.0,100.0,9.0,2,2.0,3.0
3649,2.0,100.0,4.0,0,0,4,1.0,1.0,2.0,1,14.0,68.0,150.0,25.0,1,0,2,1125,37,339,11,2273.0,93.0,10.0,0,1.0,0.48
2624,0.0,0.0,6.0,8,1,1,1.0,1.0,1.0,1,10.0,35.0,200.0,30.0,1,0,7,1125,21,80,0,3954.0,92.0,10.0,2,20.0,0.0
3863,3.0,94.0,4.0,0,0,3,1.0,1.0,1.0,1,11.0,80.0,150.0,0.0,1,0,1,365,28,314,18,2461.0,88.0,10.0,0,10.0,0.37
2727,3.0,100.0,6.0,14,0,8,1.0,2.0,5.0,1,16.0,90.0,0.0,20.0,1,0,1,60,21,295,7,2263.0,80.0,10.0,0,1.0,2.47
3038,3.0,100.0,5.0,0,0,4,1.0,1.0,1.0,1,14.0,40.0,100.0,30.0,1,15,1,30,35,148,11,2274.0,87.0,9.0,1,48.0,2.84
4106,3.0,100.0,6.0,0,0,2,1.0,0.0,1.0,1,23.0,60.0,0.0,20.0,1,0,2,30,23,106,93,2263.0,93.0,10.0,1,1.0,2.53
3418,0.0,0.0,4.0,0,1,1,1.0,1.0,1.0,1,9.0,20.0,0.0,0.0,1,0,3,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
2734,3.0,100.0,5.0,0,1,2,1.0,1.0,1.0,1,15.0,35.0,0.0,0.0,1,30,2,1125,51,82,7,2254.0,97.0,10.0,0,1.0,0.65
4032,3.0,100.0,4.0,0,0,2,1.0,1.0,1.0,1,19.0,65.0,200.0,30.0,2,0,2,1125,15,311,178,2263.0,97.0,10.0,2,4.0,3.53
2952,3.0,100.0,4.0,0,0,6,2.0,1.0,4.0,1,20.0,75.0,200.0,30.0,4,20,3,1125,28,329,53,2263.0,93.0,10.0,2,1.0,2.4
2821,3.0,100.0,3.0,0,0,3,1.0,1.0,2.0,1,16.0,95.0,0.0,20.0,2,15,2,28,17,293,74,2303.0,91.0,10.0,1,16.0,6.67
2922,3.0,100.0,5.0,0,1,1,1.0,1.0,1.0,1,17.0,18.0,0.0,0.0,1,0,1,1125,16,219,102,2258.0,98.0,10.0,1,1.0,6.36
3124,2.0,100.0,4.0,0,1,1,1.0,1.0,1.0,1,13.0,19.0,0.0,5.0,1,0,2,1125,0,258,11,2417.0,78.0,9.0,1,2.0,0.5
2741,3.0,100.0,6.0,16,0,4,1.0,2.0,3.0,1,12.0,50.0,200.0,30.0,4,15,2,1125,9,266,20,2260.0,93.0,9.0,2,5.0,3.3
3019,2.0,90.0,4.0,0,0,5,2.0,2.0,3.0,1,16.0,100.0,300.0,30.0,1,0,1,1125,1,282,7,2256.0,97.0,10.0,0,1.0,0.63
2787,3.0,100.0,3.0,14,1,1,1.0,1.0,1.0,1,20.0,35.0,100.0,0.0,1,0,1,100,56,361,6,2270.0,77.0,8.0,1,2.0,1.16
2498,1.0,100.0,2.0,0,1,2,1.0,1.0,1.0,1,19.0,40.0,0.0,0.0,1,0,2,20,0,223,0,3954.0,92.0,10.0,0,1.0,0.0
2644,2.0,80.0,7.0,0,0,5,1.0,3.0,4.0,1,14.0,50.0,0.0,0.0,1,0,3,15,5,221,0,3954.0,92.0,10.0,1,1.0,0.0
2989,0.0,0.0,5.0,0,1,2,1.0,1.0,1.0,1,16.0,25.0,0.0,0.0,1,0,2,1125,0,0,16,2513.0,87.0,10.0,0,1.0,1.41
2889,0.0,0.0,4.0,0,1,2,1.0,1.0,1.0,1,10.0,30.0,0.0,0.0,1,0,1,1125,0,0,0,3954.0,92.0,10.0,0,1.0,0.0
3064,3.0,100.0,3.0,1,1,2,1.0,1.0,1.0,1,11.0,30.0,0.0,0.0,1,10,2,1125,53,358,42,2290.0,97.0,10.0,0,1.0,1.64
2817,3.0,100.0,3.0,0,0,5,1.0,3.0,3.0,1,20.0,60.0,0.0,25.0,2,12,3,1125,11,46,36,2256.0,93.0,9.0,0,2.0,1.99
3298,2.0,100.0,4.0,0,1,2,1.0,1.0,1.0,1,11.0,42.0,0.0,0.0,1,0,2,1125,0,0,92,2319.0,92.0,9.0,0,1.0,4.69
3116,3.0,100.0,4.0,1,1,3,1.0,1.0,1.0,1,12.0,30.0,100.0,6.0,2,10,3,1125,45,94,60,2281.0,91.0,9.0,2,3.0,2.11
4387,3.0,100.0,5.0,0,1,1,1.0,1.0,1.0,1,9.0,24.0,0.0,0.0,1,0,2,15,45,350,60,2255.0,95.0,9.0,1,2.0,1.1
2522,3.0,100.0,3.0,0,1,1,1.0,1.0,1.0,1,13.0,24.0,0.0,10.0,1,0,2,7,9,20,5,2256.0,100.0,10.0,2,1.0,5.0
3635,3.0,100.0,4.0,0,0,4,1.0,2.0,3.0,1,12.0,46.0,150.0,22.0,1,0,2,1125,6,230,202,2261.0,92.0,10.0,1,1.0,4.42
3660,0.0,0.0,3.0,14,0,3,2.0,2.0,2.0,1,11.0,95.0,0.0,30.0,4,10,1,1125,0,0,0,3954.0,92.0,10.0,1,1.0,0.0
2986,0.0,0.0,2.0,0,0,1,1.0,1.0,1.0,1,17.0,150.0,150.0,0.0,1,0,1,4,57,87,0,3954.0,92.0,10.0,0,1.0,0.0
